link,link-href,linked,linked-href,pagination,pagination-href
"","","JvGood Bluetooth Smart Watch Touch Screen SmartWatch Wrist Watch Support SIM TF Card with Camera for IOS and Android Smartphones(Black)","https://www.lazada.com.my/jvgood-bluetooth-smart-watch-touch-screen-smartwatch-wrist-watch-support-sim-tf-card-with-camera-for-ios-and-android-smartphonesblack-85264536.html?ff=1&sc=Eeog","1","https://www.lazada.com.my/wearable-technology/?sc=Eeog&searchredirect=Wearable+Technology"
"","","Xiaomi Huami AMAZFIT Bluetooth GPS IP67 Waterproof Sports Smart Watch (Black)","https://www.lazada.com.my/xiaomi-huami-amazfit-bluetooth-gps-ip67-waterproof-sports-smart-watch-black-95795675.html?ff=1&sc=Eeog","",""
"","","Fossil Q Marshal Gen 2 Touchscreen Brown Leather Smartwatch","https://www.lazada.com.my/fossil-q-marshal-gen-2-touchscreen-brown-leather-smartwatch-108029986.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Bluetooth Smart Watch SmartWatch with Camera for Iphone and Android Smartphones(Gold)","https://www.lazada.com.my/bluetooth-smart-watch-smartwatch-with-camera-for-iphone-and-android-smartphonesgold-110980024.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Z60 Smart Watch Phone 2G Internet Bluetooth Wearable Devices
Support SIM TF Card Camera SmartWatch for Apple Android","https://www.lazada.com.my/z60-smart-watch-phone-2g-internet-bluetooth-wearable-devicessupport-sim-tf-card-camera-smartwatch-for-apple-android-47650756.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","Mi Band 2 OLED Display Touchpad 4.0 Smartband(Black)","https://www.lazada.com.my/mi-band-2-oled-display-touchpad-40-smartbandblack-98834389.html?ff=1&sc=Eeog","1","https://www.lazada.com.my/wearable-technology/?sc=Eeog&searchredirect=Wearable+Technology"
"","","Iwatch Smart Bracelet (Black)","https://www.lazada.com.my/iwatch-smart-bracelet-black-9479779.html?ff=1&sc=Eeog","",""
"","","DZ09 Smart Watch Bluetooth Touch Screen for Android and iOS+8GB
Memory Card+Free Gift","https://www.lazada.com.my/dz09-smart-watch-bluetooth-touch-screen-for-android-and-ios8gbmemory-cardfree-gift-16176537.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","VR BOX Virtual Reality Movies Games 3D Glasses for Smart Phone","https://www.lazada.com.my/vr-box-virtual-reality-movies-games-3d-glasses-for-smart-phone-11162659.html?ff=1&sc=Eeog","1","https://www.lazada.com.my/wearable-technology/?sc=Eeog&searchredirect=Wearable+Technology"
"","","ORIGINAL Xiaomi Mi VR box 3D Virtual Reality Glasses apply to
4.7~5.7 Smartphone","https://www.lazada.com.my/original-xiaomi-mi-vr-box-3d-virtual-reality-glasses-apply-to4757-smartphone-17186877.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","Xiaomi Mi Band 2 Smart Bluetooth Wristband+Replacement Strip（Bundle）","https://www.lazada.com.my/xiaomi-mi-band-2-smart-bluetooth-wristbandreplacement-stripbundle-50110029.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","GOLiFE GoWatch XPRO (Carbon Steel) GPS Activity Tracker Smart Sports Watch","https://www.lazada.com.my/golife-gowatch-xpro-carbon-steel-gps-activity-tracker-smart-sports-watch-18653134.html?ff=1&sc=Eeog","2","https://www.lazada.com.my/wearable-technology/?page=2&sc=Eeog&searchredirect=Wearable+Technology"
"","","NUTMINI SMART TRACKER","https://www.lazada.com.my/nutmini-smart-tracker-64356808.html?ff=1&sc=Eeog","5","https://www.lazada.com.my/wearable-technology/?page=5&sc=Eeog&searchredirect=Wearable+Technology"
"","","For Garmin vivosmart HR+ Band, Soft Adjustable Silicone Replacement Bracelet Wristband Accessory for Vivosmart HR plus (Midnight blue)","https://www.lazada.com.my/for-garmin-vivosmart-hr-band-soft-adjustable-silicone-replacement-bracelet-wristband-accessory-for-vivosmart-hr-plus-midnight-blue-108268983.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","LEMFO LEM5 Pro Smart Watch For Android 5.1 Bluetooth Wrist Watch Pedometer","https://www.lazada.com.my/lemfo-lem5-pro-smart-watch-for-android-51-bluetooth-wrist-watch-pedometer-109615687.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","VR Box 2.0 Virtual Reality 3D Glasses Goggles","https://www.lazada.com.my/vr-box-20-virtual-reality-3d-glasses-goggles-13903117.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","Original Sport Watch Full Screen Smart Watch V8 For Android Match
Smartphone Support TF SIM Card Bluetooth Smartwatch PK GT08 U8","https://www.lazada.com.my/bluetooth-smart-wrist-watch-sim-phone-mate-for-ios-androidsmartphone-red-49084422.html?ff=1&sc=Eeog","1","https://www.lazada.com.my/wearable-technology/?sc=Eeog&searchredirect=Wearable+Technology"
"","","Colorful Silicone Wrist Strap Bracelet Replacement watchband for
Miband 2 Xiaomi Mi band 2 strap Wristbands","https://www.lazada.com.my/colorful-silicone-wrist-strap-bracelet-replacement-watchband-formiband-2-xiaomi-mi-band-2-strap-wristbands-23056620.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","XIAOMI Mi Fit Huami Amazfit BIP Smartwatch Band 1.28"" LCD 2.5D Corning Gorilla Glass 3, Fitness Tracker, Bluetooth, GPS + GLONASS, Heart Rate, Barometer, Waterproof IP68, PPG, Smart Watch, Original Imported set, Chinese UI","https://www.lazada.com.my/xiaomi-mi-fit-huami-amazfit-bip-smartwatch-band-12834-lcd-25d-corning-gorilla-glass-3-fitness-tracker-bluetooth-gps-glonass-heart-rate-barometer-waterproof-ip68-ppg-smart-watch-original-imported-set-chinese-ui-65882923.html?ff=1&sc=Eeog","2","https://www.lazada.com.my/wearable-technology/?page=2&sc=Eeog&searchredirect=Wearable+Technology"
"","","Pedometer Fitness Tracker Bracelet Step Counter with Silicone
Watchband(Blue)","https://www.lazada.com.my/pedometer-fitness-tracker-bracelet-step-counter-with-siliconewatchbandblue-59185226.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Band for Fitbit Charge 2 , Hanlesi Soft TPU Silicone Adjustable
Replacement Sport Strap Band for Fitbit Charge2 Smartwatch Heart
Rate Fitness Wristband","https://www.lazada.com.my/band-for-fitbit-charge-2-hanlesi-soft-tpu-silicone-adjustablereplacement-sport-strap-band-for-fitbit-charge2-smartwatch-heartrate-fitness-wristband-28417515.html?ff=1&sc=Eeog","4","https://www.lazada.com.my/wearable-technology/?page=4&sc=Eeog&searchredirect=Wearable+Technology"
"","","Silicone Watch Bands Strap for Garmin Forerunner 910XT GPS (Black)","https://www.lazada.com.my/silicone-watch-bands-strap-for-garmin-forerunner-910xt-gps-black-27692326.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Colorful Silicone Wrist Strap Bracelet Replacement watchband for
Miband 2 Xiaomi Mi band 2 strap Wristbands + Free 2 Pieces Screen
Protector - Purple","https://www.lazada.com.my/colorful-silicone-wrist-strap-bracelet-replacement-watchband-formiband-2-xiaomi-mi-band-2-strap-wristbands-free-2-pieces-screenprotector-purple-30360893.html?ff=1&sc=Eeog","",""
"","","MAXGear H3 Plus Heart Rate Pedometer Fitness Tracker Smartband Wristband Smart Watch Black","https://www.lazada.com.my/maxgear-h3-plus-heart-rate-pedometer-fitness-tracker-smartband-wristband-smart-watch-black-16482517.html?ff=1&sc=Eeog","2","https://www.lazada.com.my/wearable-technology/?page=2&sc=Eeog&searchredirect=Wearable+Technology"
"","","10 pcs Silicone Replacement Watchband Watch Band Strap for Xiaomi
Mi Band 2 Smart Bracelet","https://www.lazada.com.my/10-pcs-silicone-replacement-watchband-watch-band-strap-for-xiaomimi-band-2-smart-bracelet-15748789.html?ff=1&sc=Eeog","",""
"","","MAXGear I5 Plus Waterproof IP65 Bluetooth 4.0 Health Sport Fitness Smart Watch Wristband Android IOS - Blue","https://www.lazada.com.my/maxgear-i5-plus-waterproof-ip65-bluetooth-40-health-sport-fitness-smart-watch-wristband-android-ios-blue-12305887.html?ff=1&sc=Eeog","2","https://www.lazada.com.my/wearable-technology/?page=2&sc=Eeog&searchredirect=Wearable+Technology"
"","","V8 Bluetooth Smart Watch with SIM Card Slot Round IPS Camera Smartwatch for IOS and Android PK GT08 DZ09 U8","https://www.lazada.com.my/v8-bluetooth-smart-watch-with-sim-card-slot-round-ips-camera-smartwatch-for-ios-and-android-pk-gt08-dz09-u8-84778864.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","Original Mijobs Metal Strap Band For MiBand 2 Wristbands Stainless
Steel Bracelet For Xiaomi Mi Band 2 Replace For Mi Band 2 – Black","https://www.lazada.com.my/original-mijobs-metal-strap-band-for-miband-2-wristbands-stainlesssteel-bracelet-for-xiaomi-mi-band-2-replace-for-mi-band-2-black-17756179.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","Xiaomi Mi Band 2 Smart Heart Rate OLED Display Clock Bluetooth Smartband Wristband (Black)","https://www.lazada.com.my/xiaomi-miband-2-mi-band-2-smart-heart-rate-oled-display-clock-bluetoothsmartband-wristband-black-12390893.html?ff=1&sc=Eeog","1","https://www.lazada.com.my/wearable-technology/?sc=Eeog&searchredirect=Wearable+Technology"
"","","EsoGoal Bluetooth Digital Smart Watch Mobile Phone Smart Watch Camera GSM SIM Card Wrist Touch Screen Watch for iPhone IOS Samsung Android Smartphones (Gold)","https://www.lazada.com.my/esogoal-bluetooth-digital-smart-watch-mobile-phone-smart-watch-camera-gsm-sim-card-wrist-touch-screen-watch-for-iphone-ios-samsung-android-smartphones-gold-56149913.html?ff=1&sc=Eeog","1","https://www.lazada.com.my/wearable-technology/?sc=Eeog&searchredirect=Wearable+Technology"
"","","Original Xiaomi Mi Band 2 Miband 2 Heart Beat Touch OLED Display (Free Screen Protector)","https://www.lazada.com.my/original-xiaomi-mi-band-2-miband-2-heart-beat-touch-oled-display-free-screen-protector-15309688.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","220V Digital LED Temperature Controller 10A Thermostat Control Switch Probe New","https://www.lazada.com.my/220v-digital-led-temperature-controller-10a-thermostat-control-switch-probe-new-91584513.html?ff=1&sc=Eeog","5","https://www.lazada.com.my/wearable-technology/?page=5&sc=Eeog&searchredirect=Wearable+Technology"
"","","[Bundle + Leather Strap] XIAOMI Mi Band 2 II OLED Display Heart Beat Touch v2 Wristband Smartwatch","https://www.lazada.com.my/bundle-leather-strap-xiaomi-mi-band-2-ii-oled-display-heart-beat-touch-v2-wristband-smartwatch-24945465.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","M2 Wristband Heart Rate Monitor Smart Watch Sports Reminder Smart Band Fitness Tracker Bracelet","https://www.lazada.com.my/m2-wristband-heart-rate-monitor-smart-watch-sports-reminder-smart-band-fitness-tracker-bracelet-53544113.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Replacement Soft Leather Strap for Samsung Galaxy Gear S3 Classic
SM-R770 S3 Frontier SM-R760 SM-R765 Smart Watch Band","https://www.lazada.com.my/replacement-soft-leather-strap-for-samsung-galaxy-gear-s3-classicsm-r770-s3-frontier-sm-r760-sm-r765-smart-watch-band-63683018.html?ff=1&sc=Eeog","4","https://www.lazada.com.my/wearable-technology/?page=4&sc=Eeog&searchredirect=Wearable+Technology"
"","","100% Original Xiaomi Mi Band 1S Heart Rate Monitor Smart Miband 2
Wristband Bracelet Fitness Wearable Tracker Smartband","https://www.lazada.com.my/100-original-xiaomi-mi-band-1s-heart-rate-monitor-smart-miband-2wristband-bracelet-fitness-wearable-tracker-smartband-20593294.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","DZ09 Smart Watch Bluetooth TouchScreenforAndroidandiOS(SilverBlack)","https://www.lazada.com.my/dz09-smart-watch-bluetooth-touchscreenforandroidandiossilverblack-11006289.html?ff=1&sc=Eeog","1","https://www.lazada.com.my/wearable-technology/?sc=Eeog&searchredirect=Wearable+Technology"
"","","Silicone Watch Band Strap for Garmin Forerunner 220 230 235 620 630
735 GPS Watch","https://www.lazada.com.my/silicone-watch-band-strap-for-garmin-forerunner-220-230-235-620-630735-gps-watch-86598429.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","GOLiFE GoWatch XPRO (Stainless Steel) GPS Activity Tracker Smart Sports Watch","https://www.lazada.com.my/golife-gowatch-xpro-stainless-steel-gps-activity-tracker-smart-sports-watch-18653104.html?ff=1&sc=Eeog","4","https://www.lazada.com.my/wearable-technology/?page=4&sc=Eeog&searchredirect=Wearable+Technology"
"","","Bluetooth Smart Watch Phone Z60 Stainless Steel Support SIM TF Card
Camera Fitness Tracker Smartwatch for IOS Android","https://www.lazada.com.my/bluetooth-smart-watch-phone-z60-stainless-steel-support-sim-tf-cardcamera-fitness-tracker-smartwatch-for-ios-android-47650030.html?ff=1&sc=Eeog","5","https://www.lazada.com.my/wearable-technology/?page=5&sc=Eeog&searchredirect=Wearable+Technology"
"","","New Waterproof Bluetooth Smart Watch Phone Mate For Android IOS
iPhone Samsung","https://www.lazada.com.my/new-waterproof-bluetooth-smart-watch-phone-mate-for-android-iosiphone-samsung-15230492.html?ff=1&sc=Eeog","4","https://www.lazada.com.my/wearable-technology/?page=4&sc=Eeog&searchredirect=Wearable+Technology"
"","","Newest Original Mijobs Colorful Silicone Strap Bracelet Double
Color for Xiaomi Mi Band 2 Replacement Wristband Accessories -
Black with Red and Film","https://www.lazada.com.my/newest-original-mijobs-colorful-silicone-strap-bracelet-doublecolor-for-xiaomi-mi-band-2-replacement-wristband-accessories-black-with-red-and-film-50282870.html?ff=1&sc=Eeog","3","https://www.lazada.com.my/wearable-technology/?page=3&sc=Eeog&searchredirect=Wearable+Technology"
"","","Smart band M2 Bluetooth4.0 Waterproof IP67 Smart Bracelet Heart Rate Monitor Sleep monitor Wristband for Android iOS","https://www.lazada.com.my/smart-band-m2-bluetooth40-waterproof-ip67-smart-bracelet-heart-rate-monitor-sleep-monitor-wristband-for-android-ios-105781967.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Miimall Genuine Leather Strap Wrist Band Replacement w/ Metal Clasp
Adapter for Apple Watch 42mm Series 1 2 Series 3 (Black)","https://www.lazada.com.my/miimall-genuine-leather-strap-wrist-band-replacement-w-metal-claspadapter-for-apple-watch-42mm-series-1-2-series-3-black-14930126.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Xiaomi Mi Band 2 Wrist Strap Miband 2 Silicone Strap Bracelet Replaceable Silicone Wrist Strap","https://www.lazada.com.my/xiaomi-mi-band-2-wrist-strap-miband-2-silicone-strap-bracelet-replaceable-silicone-wrist-strap-16967887.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","4 PCS 4 Colors Fashion Colored Woven Nylon Fabric Replacement Wrist
Watch Band Strap Bracelet Belt with Stainless Steel Buckle Clasp
18mm Width","https://www.lazada.com.my/4-pcs-4-colors-fashion-colored-woven-nylon-fabric-replacement-wristwatch-band-strap-bracelet-belt-with-stainless-steel-buckle-clasp18mm-width-74233889.html?ff=1&sc=Eeog","100","https://www.lazada.com.my/wearable-technology/?page=100&sc=Eeog&searchredirect=Wearable+Technology"
"","","Betreasure N108 Bluetooth Smart Wristband Heart Rate Monitor Blood Pressure Oxygen Sensor Fitness Tracker Waterproof Smart Bracelet for iOS Android","https://www.lazada.com.my/betreasure-n108-bluetooth-smart-wristband-heart-rate-monitor-blood-pressure-oxygen-sensor-fitness-tracker-waterproof-smart-bracelet-for-ios-android-36729862.html?ff=1&sc=Eeog","4","https://www.lazada.com.my/wearable-technology/?page=4&sc=Eeog&searchredirect=Wearable+Technology"
"","","Asus ZenWatch 2 WI501Q - Original Malaysia Set (Metal Gold)","https://www.lazada.com.my/asus-zenwatch-2-wi501q-original-malaysia-set-metal-gold-79832929.html?ff=1&sc=Eeog","5","https://www.lazada.com.my/wearable-technology/?page=5&sc=Eeog&searchredirect=Wearable+Technology"
